wh_max,wh_max_hh,wh_max_,tw,hm,wp_,ls,gt,ta,pa,wh_sig_,ta_,wh_sig,tw__,tm,wp,ls_,ta__,ws,tw_,gt_wd,stn_ko,stn_en,stn_id,year,month
    2.2, 01,    4.2,   22.9,  87,    7.4,   13.94,   17.1,   25.1, 1001.1,    2.8,   27.5,    1.4,,01,    6.2,   16.72,   23.4,   10.5,  87,WSW,갈매여,Galmaeyeo,958,2016,9
    0.9, 02,    1.8,   23.0,  79,    6.3,   13.97,   15.2,   24.3, 1005.2,    1.2,   26.9,    0.6,,02,    5.6,   16.83,   21.9,    6.2,  79,S,갈매여,Galmaeyeo,958,2016,9
    0.5, 02,    0.9,   23.2,  89,    5.7,   13.93,    5.4,   23.6, 1008.3,    0.6,   25.3,    0.3,,03,    5.3,   16.75,   22.4,    2.6,  89,NNW,갈매여,Galmaeyeo,958,2016,9
    0.3, 13,    0.5,   23.3,  83,    7.3,   13.93,    7.4,   24.0, 1010.2,    0.3,   25.8,    0.2,,04,    5.9,   16.60,   23.1,    4.1,  83,N,갈매여,Galmaeyeo,958,2016,9
    0.3, 01,    0.4,   23.2,  84,    7.1,   13.95,    6.8,   23.8, 1010.2,    0.3,   25.8,    0.2,,05,    6.0,   16.51,   22.8,    3.7,  84,N,갈매여,Galmaeyeo,958,2016,9
    0.2, 01,    0.3,   23.4,  71,    6.7,   13.95,    4.1,   23.6, 1009.3,    0.2,   25.1,    0.1,,06,    5.8,   16.28,   22.5,    1.7,  71,WNW,갈매여,Galmaeyeo,958,2016,9
    0.3, 17,    0.5,   23.4,  71,    9.4,   13.92,    7.1,   23.5, 1006.6,    0.3,   24.6,    0.2,,07,    6.6,   16.02,   22.7,    2.6,  71,NW,갈매여,Galmaeyeo,958,2016,9
    0.5, 17,    1.0,   23.5,  92,    8.4,   13.95,    8.0,   23.7, 1007.1,    0.6,   25.5,    0.4,,08,    6.2,   15.76,   22.7,    4.1,  92,SW,갈매여,Galmaeyeo,958,2016,9
    0.7, 05,    0.9,   23.6,  88,    5.8,   13.95,    7.8,   23.3, 1010.2,    0.6,   24.5,    0.4,,09,    5.1,   15.54,   22.7,    4.1,  88,N,갈매여,Galmaeyeo,958,2016,9
    0.3, 01,    0.4,   23.5,  86,    6.8,   13.93,    5.4,   23.3, 1012.0,    0.3,   25.3,    0.2,,10,    6.0,   15.28,   22.1,    2.4,  86,NE,갈매여,Galmaeyeo,958,2016,9
    0.2, 18,    0.4,   23.3,  89,    6.5,   13.89,    5.0,   24.0, 1014.4,    0.3,   25.8,    0.1,,11,    5.4,   15.31,   22.8,    2.3,  89,SSW,갈매여,Galmaeyeo,958,2016,9
    0.2, 01,    0.3,   22.9,  89,    6.0,   13.87,    6.6,   24.0, 1016.1,    0.2,   25.5,    0.1,,12,    4.9,   15.60,   22.5,    2.2,  89,SW,갈매여,Galmaeyeo,958,2016,9
    0.2, 15,    0.3,   23.0,  92,    7.3,   13.83,    6.7,   23.8, 1017.7,    0.2,   25.6,    0.1,,13,    5.4,   15.70,   22.7,    2.7,  92,N,갈매여,Galmaeyeo,958,2016,9
    0.3, 22,    0.8,   23.3,  87,   10.1,   13.82,    5.1,   24.1, 1017.7,    0.6,   26.6,    0.2,,14,    8.2,   15.98,   23.2,    2.2,  87,NNW,갈매여,Galmaeyeo,958,2016,9
    0.8, 24,    2.4,   23.3,  84,   12.8,   13.83,    6.2,   23.5, 1016.3,    1.7,   24.9,    0.5,,15,   10.9,   16.38,   22.4,    3.1,  84,N,갈매여,Galmaeyeo,958,2016,9
    0.8, 01,    1.7,   23.2,  61,   11.2,   13.84,    6.9,   22.0, 1014.6,    1.2,   24.6,    0.5,,16,    9.3,   16.68,   20.2,    2.3,  61,E,갈매여,Galmaeyeo,958,2016,9
    1.0, 12,    1.9,   23.2,  32,    8.5,   13.76,   20.7,   21.0, 1008.4,    1.2,   22.7,    0.6,,17,    5.5,   16.92,   19.5,   12.2,  32,E,갈매여,Galmaeyeo,958,2016,9
    1.0, 13,    1.9,   22.7,  30,    9.7,   13.89,   13.6,   20.4, 1009.9,    1.4,   22.1,    0.7,,18,    7.4,   16.98,   19.3,    9.7,  30,ENE,갈매여,Galmaeyeo,958,2016,9
    1.2, 03,    2.5,   22.4,  74,    8.6,   14.08,   14.4,   22.1, 1010.9,    1.7,   25.7,    0.8,,19,    6.9,   17.17,   20.2,    8.4,  74,E,갈매여,Galmaeyeo,958,2016,9
    1.1, 05,    1.5,   21.9,  63,    6.3,   14.08,   15.1,   20.9, 1015.6,    1.0,   23.5,    0.7,,20,    5.3,   17.00,   19.5,    8.7,  63,ENE,갈매여,Galmaeyeo,958,2016,9
    0.5, 02,    1.1,   22.0,  64,    6.2,   13.98,    7.5,   21.0, 1019.8,    0.7,   22.5,    0.3,,21,    5.3,   16.82,   19.6,    3.6,  64,E,갈매여,Galmaeyeo,958,2016,9
    0.2, 02,    0.3,   22.1,  72,    6.5,   13.96,    5.0,   21.4, 1017.9,    0.2,   23.1,    0.1,,22,    5.7,   16.46,   20.1,    2.8,  72,NNW,갈매여,Galmaeyeo,958,2016,9
    0.2, 05,    0.3,   22.1,  75,    6.3,   13.92,    4.7,   21.5, 1017.0,    0.2,   24.5,    0.1,,23,    5.5,   16.10,   20.1,    2.2,  75,NNW,갈매여,Galmaeyeo,958,2016,9
    0.2, 17,    0.3,   22.1,  80,    5.9,   13.90,    5.2,   21.9, 1016.0,    0.2,   24.2,    0.1,,24,    5.2,   15.77,   20.2,    2.4,  80,NNE,갈매여,Galmaeyeo,958,2016,9
    0.1, 03,    0.2,   22.0,  89,    5.9,   13.86,    7.6,   22.2, 1016.4,    0.1,   23.4,    0.1,,25,    5.3,   15.63,   20.8,    3.9,  89,NNE,갈매여,Galmaeyeo,958,2016,9
    0.2, 20,    0.3,   21.6,  92,    9.0,   13.83,    6.5,   22.9, 1015.3,    0.2,   25.0,    0.1,,26,    6.3,   15.80,   21.4,    2.8,  92,E,갈매여,Galmaeyeo,958,2016,9
    0.5, 21,    1.5,   21.8,  71,    9.8,   13.83,   13.5,   23.4, 1015.2,    1.0,   28.8,    0.4,,27,    7.6,   15.76,   21.9,    4.9,  71,NE,갈매여,Galmaeyeo,958,2016,9
    1.4, 23,    2.7,   21.7,  92,   10.3,   13.74,   11.2,   21.1, 1014.8,    1.8,   22.8,    1.0,,28,    7.1,   16.01,   20.1,    7.2,  92,NE,갈매여,Galmaeyeo,958,2016,9
    1.5, 11,    2.1,   21.7,  84,    9.2,   13.92,    7.7,   21.6, 1015.2,    1.4,   23.4,    1.0,,29,    7.0,   16.24,   20.3,    3.4,  84,N,갈매여,Galmaeyeo,958,2016,9
    0.8, 01,    1.7,   21.9,  82,    8.3,   13.96,    6.3,   19.7, 1015.2,    1.2,   22.0,    0.5,,30,    7.0,   16.57,   18.5,    3.3,  82,SSW,갈매여,Galmaeyeo,958,2016,9
    0.6,,    1.2,   22.7,  78,    7.8,   13.91,,   22.7, 1012.8,    0.8,   24.8,    0.4,,월,    6.3,   16.24,   21.4,    4.4,  78,,갈매여,Galmaeyeo,958,2016,9
